Row	Gene	Uniprot	nrLocations	Type	LocationNumber	LOCATION	Reliability	HPAbin	SCtype	SCneigh	SC_ClassCount	SCvalid
9771	DHX57	Q6P158	4	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9775	DHX8	Q14562	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9777	DHX9	Q08211	1	SingleLoc	FirstLoc	H_Nucleus	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9778	DIABLO	Q9NR28	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	1_Validated	4_Mitochondria	MultiCLidentical	2_Nucleus	5	FALSE
9779	DIAPH1	O60610	1	SingleLoc	FirstLoc	D_Plasma membrane	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
9780	DIDO1	Q9BTC0	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9782	DIEXF	Q68CQ4	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9784	DIMT1	Q9UNQ2	3	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9787	DIP2A	Q14689	1	SingleLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9788	DIP2B	Q9P265	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
9789	DIRC2	Q96SL1	1	SingleLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9790	DIS3L	Q8TF46	3	MultiLoc	FirstLoc	O_Centrosome	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9793	DKC1	O60832	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9795	DLAT	P10515	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	1_Validated	4_Mitochondria	MultiCLidentical	1_Secretory	5	FALSE
9796	DLGAP5	Q15398	2	MultiLoc	FirstLoc	T_Microtubule organizing center	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9798	DMAP1	Q9NPF5	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9800	DMPK	Q09013	2	MultiLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
9802	DMWD	Q09019	2	MultiLoc	FirstLoc	R_Actin filaments	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9804	DMXL1	Q9Y485	2	MultiLoc	FirstLoc	J_Nucleoli	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9806	DNA2	P51530	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	2_Supported	4_Mitochondria	MultiCLidentical	3_Cytosol	5	FALSE
9807	DNAAF2	Q9NVR5	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9808	DNAJA1	P31689	2	MultiLoc	FirstLoc	P_Microtubules	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9810	DNAJA2	O60884	3	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9813	DNAJA3	Q96EY1	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	2_Supported	4_Mitochondria	MultiCLidentical	4_Mitochondria	5	TRUE
9814	DNAJB1	P25685	2	MultiLoc	FirstLoc	H_Nucleus	1_Validated	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9816	DNAJB11	Q9UBS4	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9817	DNAJB12	Q9NXW2	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9818	DNAJB4	Q9UDY4	3	MultiLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9821	DNAJB9	Q9UBS3	2	MultiLoc	FirstLoc	C_Endoplasmic reticulum	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9823	DNAJC1	Q96KC8	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9824	DNAJC11	Q9NVH1	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	4_Mitochondria	5	FALSE
9825	DNAJC13	O75165	2	MultiLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9827	DNAJC16	Q9Y2G8	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9828	DNAJC2	Q99543	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9829	DNAJC21	Q5F1R6	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
9830	DNAJC25	Q9H1X3	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
9832	DNAJC3	Q13217	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9833	DNAJC5	Q9H3Z4	1	SingleLoc	FirstLoc	B_Golgi apparatus	4_Uncertain	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9834	DNAJC6	O75061	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9837	DNAJC7	Q99615	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9839	DNAL1	Q4LDG9	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9841	DNM1	Q05193	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9842	DNM1L	O00429	2	MultiLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
9844	DNM2	P50570	2	MultiLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
9846	DNMBP	Q6XZF7	4	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9850	DNMT1	P26358	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9851	DNPEP	Q9ULA0	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9852	DNPH1	O43598	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9854	DNTTIP1	Q9H147	1	SingleLoc	FirstLoc	H_Nucleus	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9855	DNTTIP2	Q5QJE6	1	SingleLoc	FirstLoc	J_Nucleoli	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9856	DOCK1	Q14185	1	SingleLoc	FirstLoc	H_Nucleus	1_Validated	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9857	DOCK5	Q9H7D0	1	SingleLoc	FirstLoc	N_Cytosol	1_Validated	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9858	DOCK6	Q96HP0	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	1_Secretory	5	FALSE
9859	DOHH	Q9BU89	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9861	DOK1	Q99704	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9862	DOPEY1	Q5JWR5	1	SingleLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9863	DOPEY2	Q9Y3R5	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9865	DOT1L	Q8TEK3	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9866	DPCD	Q9BVM2	1	SingleLoc	FirstLoc	I_Nuclear speckles	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9867	DPF2	Q92785	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9868	DPH1	Q9BZG8	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9870	DPH2	Q9BQC3	1	SingleLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9871	DPH5	Q9H2P9	1	SingleLoc	FirstLoc	B_Golgi apparatus	4_Uncertain	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
9872	DPH6	Q7L8W6	2	MultiLoc	FirstLoc	H_Nucleus	1_Validated	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9874	DPH7	Q9BTV6	1	SingleLoc	FirstLoc	K_Nuclear bodies	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9875	DPP3	Q9NY33	3	MultiLoc	FirstLoc	I_Nuclear speckles	4_Uncertain	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9878	DPP8	Q6V1X1	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9879	DPP9	Q86TI2	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9880	DPY19L1	Q2PZI1	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9881	DPY19L3	Q6ZPD9	1	SingleLoc	FirstLoc	P_Microtubules	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	5	FALSE
9882	DPY19L4	Q7Z388	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9883	DPYSL2	Q16555	2	MultiLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9885	DPYSL3	Q14195	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9886	DRG2	P55039	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9889	DSCC1	Q9BVC3	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9890	DSCR3	O14972	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	3_Cytosol	5	FALSE
9891	DSN1	Q9H410	1	SingleLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9892	DSTYK	Q6XUX3	2	MultiLoc	FirstLoc	I_Nuclear speckles	4_Uncertain	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9894	DTD1	Q8TEA8	2	MultiLoc	FirstLoc	J_Nucleoli	4_Uncertain	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9896	DTD2	Q96FN9	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
9897	DTL	Q9NZJ0	2	MultiLoc	FirstLoc	H_Nucleus	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9899	DTNBP1	Q96EV8	2	MultiLoc	FirstLoc	P_Microtubules	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9901	DTWD2	Q8NBA8	1	SingleLoc	FirstLoc	K_Nuclear bodies	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9902	DTX3L	Q8TDB6	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9904	DTYMK	P23919	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	3_Cytosol	5	FALSE
9905	DUS4L	O95620	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9906	DUSP12	Q9UNI6	1	SingleLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9907	DUSP14	O95147	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9909	DUSP3	P51452	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9911	DUT	P33316	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9912	DVL2	O14641	2	MultiLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9914	DVL3	Q92997	3	MultiLoc	FirstLoc	Q_Intermediate filaments	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9917	DYNC1H1	Q14204	2	MultiLoc	FirstLoc	O_Centrosome	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9919	DYNC1I2	Q13409	4	MultiLoc	FirstLoc	J_Nucleoli	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9923	DYNC1LI1	Q9Y6G9	2	MultiLoc	FirstLoc	O_Centrosome	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9925	DYNC1LI2	O43237	2	MultiLoc	FirstLoc	O_Centrosome	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9927	DYNC2LI1	Q8TCX1	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9928	DYNLL1	P63167	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9931	DYNLL2	Q96FJ2	3	MultiLoc	FirstLoc	G_Nucleoplasm	4_Uncertain	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9934	DYNLT1	P63172	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9935	DYRK1A	Q13627	2	MultiLoc	FirstLoc	M_Nucleoli (Fibrillar center)	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9937	E2F1	Q01094	2	MultiLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9939	E2F3	O00716	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9941	E2F4	Q16254	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9942	E2F6	O75461	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9944	EAPP	Q56P03	3	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9947	EBAG9	O00559	1	SingleLoc	FirstLoc	B_Golgi apparatus	1_Validated	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9948	EBNA1BP2	Q99848	1	SingleLoc	FirstLoc	J_Nucleoli	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9949	EBP	Q15125	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9950	ECD	O95905	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9952	ECE2	O60344	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9954	ECSIT	Q9BQ95	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	4_Mitochondria	5	FALSE
9956	ECT2	Q9H8V3	1	SingleLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
9957	EDEM3	Q9BZQ6	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9958	EDRF1	Q3B7T1	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9961	EED	O75530	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9962	EEF1A1	P68104	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9963	EEF1A2	Q05639	2	MultiLoc	FirstLoc	J_Nucleoli	1_Validated	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9965	EEF1B2	P24534	2	MultiLoc	FirstLoc	M_Nucleoli (Fibrillar center)	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9967	EEF1D	P29692	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9969	EEF1G	P26641	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	3_Cytosol	5	FALSE
9970	EEF2	P13639	2	MultiLoc	FirstLoc	N_Cytosol	1_Validated	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9972	EEF2K	O00418	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9973	EFCAB14	O75071	3	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
9976	EFHD2	Q96C19	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9977	EFNB1	P98172	1	SingleLoc	FirstLoc	D_Plasma membrane	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9978	EFNB2	P52799	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
9980	EFR3A	Q14156	2	MultiLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	1_Secretory	5	FALSE
9982	EFTUD1	Q7Z2Z2	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9983	EFTUD2	Q15029	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9985	EGFR	P00533	1	SingleLoc	FirstLoc	D_Plasma membrane	1_Validated	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
9986	EGLN1	Q9GZT9	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9987	EHBP1	Q8NDI1	2	MultiLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
9989	EHD1	Q9H4M9	1	SingleLoc	FirstLoc	D_Plasma membrane	2_Supported	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
9990	EHD3	Q9NZN3	1	SingleLoc	FirstLoc	D_Plasma membrane	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
9991	EHD4	Q9H223	1	SingleLoc	FirstLoc	D_Plasma membrane	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
9992	EHMT1	Q9H9B1	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9994	EHMT2	Q96KQ7	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
9996	EID1	Q9Y6B2	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9997	EID2	Q8N6I1	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
9998	EIF1AD	Q8N9N8	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10000	EIF2A	Q9BY44	2	MultiLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
10002	EIF2AK1	Q9BQI3	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10004	EIF2AK4	Q9P2K8	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
10005	EIF2B1	Q14232	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
10006	EIF2B5	Q13144	1	SingleLoc	FirstLoc	N_Cytosol	1_Validated	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
10007	EIF2D	P41214	2	MultiLoc	FirstLoc	K_Nuclear bodies	4_Uncertain	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10009	EIF2S1	P05198	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10011	EIF3A	Q14152	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
10013	EIF3B	P55884	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10015	EIF4A1	P60842	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
10016	EIF4A2	Q14240	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
10017	EIF4A3	P38919	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
10018	EIF4E	P06730	2	MultiLoc	FirstLoc	N_Cytosol	1_Validated	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
10020	EIF4EBP1	Q13541	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10022	EIF4EBP2	Q13542	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10024	EIF4G1	Q04637	1	SingleLoc	FirstLoc	N_Cytosol	1_Validated	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
10025	EIF4G3	O43432	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
10026	EIF4H	Q15056	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10029	EIF5	P55010	2	MultiLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
10031	EIF5A	P63241	2	MultiLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10033	EIF6	P56537	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10034	ELAC1	Q9H777	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10036	ELAVL1	Q15717	3	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
10039	ELF1	P32519	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
10040	ELF2	Q15723	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
10042	ELFN2	Q5R3F8	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
10044	ELL2	O00472	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
10045	ELMO2	Q96JJ3	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
10046	ELMOD2	Q8IZ81	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
10049	ELOVL1	Q9BW60	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
10050	ELOVL5	Q9NYP7	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	1_Validated	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
10051	ELP2	Q6IA86	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10053	ELP4	Q96EB1	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10054	ELP6	Q0PNE2	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
10057	EMC1	Q8N766	2	MultiLoc	FirstLoc	P_Microtubules	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	5	FALSE
